node,sub_joint_id,plane_id,family,type_label,brace_member,brace_end,chord_t_scenario,direction,treatment,environment,category,D_life,D_life_seed_std,D_life_min,D_life_max,life_years,worst_side,worst_position,worst_segment,n_bins_used
33,"(33, 0)",0,K,K,71,1,single,,K,seawater_cp,T,0.01568107601783977,0.001742203531115714,0.008959853509992032,0.028574259513358166,1594.2783500034334,chord,7,,69
33,"(33, 0)",0,K,K,71,1,single,,Y,seawater_cp,T,0.1580370577958349,0.01964629123827932,0.08427104680578207,0.30035783272070293,158.19074556739108,chord,7,,69
33,"(33, 1)",1,K,K,81,1,single,,K,seawater_cp,T,0.04445636152711885,0.004016814685399012,0.021811074775175243,0.07217288704668402,562.349214853081,chord,7,,69
33,"(33, 1)",1,K,K,81,1,single,,Y,seawater_cp,T,0.8407974059344601,0.0784165158836831,0.41204303705422446,1.3776367137048682,29.73367879532771,chord,7,,69
34,"(34, 0)",0,K,K,70,2,single,,K,free_corrosion,T,1.308616077480039,0.05542121846166043,0.8861153623422087,1.7635280072268007,19.10415165320429,chord,3,,69
34,"(34, 0)",0,K,K,70,2,single,,Y,free_corrosion,T,3.4299078892876738,0.1621656235101575,2.335689822930721,4.769406740310637,7.288825474899858,chord,3,,69
34,"(34, 1)",1,K,K,84,2,single,,K,free_corrosion,T,1.4109190423655842,0.06615490566448218,0.9465210815682037,1.9291095581306998,17.71894718926207,chord,3,,69
34,"(34, 1)",1,K,K,84,2,single,,Y,free_corrosion,T,7.5532321421528925,0.34749009229486816,5.182484042418634,10.236459937820886,3.30984134069978,chord,3,,69
34,"(34, 0)",0,K,K,87,1,single,,K,free_corrosion,T,1.1357319636968382,0.05238393475786414,0.787440445704873,1.6014253488860515,22.012235984469722,chord,7,,69
34,"(34, 0)",0,K,K,87,1,single,,Y,free_corrosion,T,3.2231767807515737,0.15845601575753063,2.2436557802474955,4.616575170797505,7.756322938691111,chord,7,,69
34,"(34, 1)",1,K,K,97,1,single,,K,free_corrosion,T,1.665511199094514,0.07894384127380413,1.0992636919471257,2.2809021150298388,15.010406422719772,chord,7,,69
34,"(34, 1)",1,K,K,97,1,single,,Y,free_corrosion,T,7.219415026615607,0.3366595946093099,4.859985657592596,9.815602500485578,3.462884445323233,chord,7,,69
35,"(35, 0)",0,TY,Y,86,2,single,,TY,air,T,0.08346323411679657,0.010135183623254145,0.040185061780639984,0.1541778264818472,299.5330850110069,chord,7,,69
35,"(35, 1)",1,TY,Y,100,2,single,,TY,air,T,0.40278689742594487,0.03691119732111708,0.19638601200021946,0.6538454420936428,62.067560190674826,chord,7,,69
37,"(37,)",0,X,X,37,2,single,B_as_chord,X,seawater_cp,T,0.08624409083753402,0.009802178250156873,0.037741695386708934,0.15841298026885703,289.8749323834234,chord,3,,69
